input,output,word_count,query_type,difficulty
all nba seasons played by lebron james,"SELECT pg.season_id, t.city, t.nickname, pg.gp, pg.w, pg.l FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id JOIN team t ON pg.team_id = t.team_id WHERE p.player_name = 'LeBron James' ORDER BY pg.season_id;",7,other,medium
all seasons played by tim duncan with wins and losses,"SELECT pg.season_id, t.city, t.nickname, pg.gp, pg.w, pg.l FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id JOIN team t ON pg.team_id = t.team_id WHERE p.player_name = 'Tim Duncan' ORDER BY pg.season_id;",10,other,medium
show me every team kobe played for and what year,"SELECT DISTINCT pg.season_id, t.city, t.nickname FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id JOIN team t ON pg.team_id = t.team_id WHERE p.player_name = 'Kobe Bryant' ORDER BY pg.season_id;",10,comparison,medium
which teams did paul pierce play for across his career,"SELECT DISTINCT pg.season_id, t.city, t.nickname FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id JOIN team t ON pg.team_id = t.team_id WHERE p.player_name = 'Paul Pierce' ORDER BY pg.season_id;",10,comparison,medium
which teams did vince carter play for,"SELECT DISTINCT t.city, t.nickname FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id JOIN team t ON pg.team_id = t.team_id WHERE p.player_name = 'Vince Carter' ORDER BY t.nickname;",7,comparison,medium
how many teams did jason kidd play for in his career,SELECT COUNT(DISTINCT pg.team_id) AS num_teams FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.player_name = 'Jason Kidd';,11,comparison,medium
how many teams did carmelo anthony play for,SELECT COUNT(DISTINCT pg.team_id) AS num_teams FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.player_name = 'Carmelo Anthony';,8,comparison,medium
players who scored over 20 ppg in a season and were under 6 feet tall min 50 games,"SELECT p.player_name, ps.pts, ps.player_height FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.pts >= 20 AND ps.player_height_inches < 72 AND ps.gp >= 50 ORDER BY ps.pts DESC;",18,comparison,hard
tallest player to lead the league in assists in any season min 50 games,"SELECT p.player_name, ps.player_height_inches, ps.ast, ps.season_id FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.ast = (SELECT MAX(ps2.ast) FROM player_season ps2 WHERE ps2.season_id = ps.season_id AND ps2.gp >= 50) AND ps.gp >= 50 ORDER BY ps.player_height_inches DESC LIMIT 1;",14,other,hard
shortest player to average over 20 ppg in a season min 50 games,"SELECT p.player_name, ps.player_height_inches, ps.pts, ps.season_id FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.pts >= 20 AND ps.gp >= 50 ORDER BY ps.player_height_inches ASC LIMIT 1;",13,comparison,hard
what is the average height of nba players who average over 20 ppg min 50 games,SELECT AVG(ps.player_height_inches) AS avg_height FROM player_season ps WHERE ps.pts >= 20 AND ps.gp >= 50;,16,other,medium
heaviest player to average over 5 assists per game in a season min 50 games,"SELECT p.player_name, ps.player_weight, ps.ast, ps.season_id FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.ast >= 5 AND ps.gp >= 50 ORDER BY ps.player_weight DESC LIMIT 1;",15,other,medium
players over 280 pounds who averaged over 15 ppg in a season min 50 games,"SELECT p.player_name, ps.player_weight, ps.pts, ps.season_id FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.player_weight >= 280 AND ps.pts >= 15 AND ps.gp >= 50 ORDER BY ps.pts DESC;",15,other,medium
lightest player to average over 20 ppg in a season min 50 games,"SELECT p.player_name, ps.player_weight, ps.pts, ps.season_id FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.pts >= 20 AND ps.gp >= 50 ORDER BY ps.player_weight ASC LIMIT 1;",13,other,medium
players taller than 7 feet who averaged over 15 points in a season min 50 games,"SELECT p.player_name, ps.player_height, ps.pts, ps.season_id FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.player_height_inches > 84 AND ps.pts >= 15 AND ps.gp >= 50 ORDER BY ps.pts DESC;",16,other,medium
smallest player in nba history by height in any season,"SELECT p.player_name, ps.player_height_inches, ps.season_id FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.player_height_inches IS NOT NULL ORDER BY ps.player_height_inches ASC LIMIT 1;",10,comparison,medium
players from the same country who played on the same team in the same season 2022,"SELECT p1.player_name, p2.player_name, p1.country, t.nickname FROM player p1 JOIN player p2 ON p1.country = p2.country AND p1.player_id < p2.player_id JOIN player_general_traditional_total pg1 ON p1.player_id = pg1.player_id AND pg1.season_id = 22021 JOIN player_general_traditional_total pg2 ON p2.player_id = pg2.player_id AND pg2.season_id = 22021 AND pg1.team_id = pg2.team_id JOIN team t ON pg1.team_id = t.team_id WHERE p1.country != 'USA' ORDER BY p1.country LIMIT 20;",16,count,hard
players who played in 2000 and 2010,SELECT DISTINCT p.player_name FROM player p JOIN player_general_traditional_total pg1 ON p.player_id = pg1.player_id AND pg1.season_id = 21999 JOIN player_general_traditional_total pg2 ON p.player_id = pg2.player_id AND pg2.season_id = 22009 ORDER BY p.player_name;,7,other,easy
which player had the biggest gap between their best and worst scoring season min 30 games each,"SELECT p.player_name, MAX(ps.pts) - MIN(ps.pts) AS pts_range FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.gp >= 30 GROUP BY p.player_name ORDER BY pts_range DESC LIMIT 10;",17,comparison,hard
players who scored exactly the same ppg in back to back seasons min 30 games each within 0.1 points,"SELECT p.player_name, ps1.season_id, ps1.pts, ps2.pts FROM player p JOIN player_season ps1 ON p.player_id = ps1.player_id JOIN player_season ps2 ON p.player_id = ps2.player_id AND ps2.season_id = ps1.season_id + 1 WHERE ps1.gp >= 30 AND ps2.gp >= 30 AND ABS(ps1.pts - ps2.pts) <= 0.1 ORDER BY ps1.pts DESC LIMIT 10;",19,comparison,hard
players who played more games one season than any other in their career,"SELECT p.player_name, MAX(pg.gp) AS max_gp FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id GROUP BY p.player_name ORDER BY max_gp DESC LIMIT 10;",13,comparison,hard
players who had at least 10 seasons with over 1000 total points,"SELECT p.player_name, COUNT(*) AS seasons FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.pts >= 1000 GROUP BY p.player_name HAVING COUNT(*) >= 10 ORDER BY seasons DESC;",12,other,hard
teams that had the most players score over 1000 total points in 2019,"SELECT t.city, t.nickname, COUNT(*) AS num_players FROM team t JOIN player_general_traditional_total pg ON t.team_id = pg.team_id WHERE pg.season_id = 22018 AND pg.pts >= 1000 GROUP BY t.city, t.nickname ORDER BY num_players DESC LIMIT 5;",13,comparison,hard
teams with most players over 10 ppg average in 2020 min 40 games,"SELECT t.city, t.nickname, COUNT(*) AS num_players FROM team t JOIN player_season ps ON t.team_id = ps.team_id WHERE ps.season_id = 22019 AND ps.pts >= 10 AND ps.gp >= 40 GROUP BY t.city, t.nickname ORDER BY num_players DESC LIMIT 5;",13,other,hard
which team had the most balanced scoring in 2021 fewest points difference between their top and second scorer min 40 games each,"SELECT t.nickname, MAX(ps.pts) - MIN(ps.pts) AS pts_gap FROM team t JOIN player_season ps ON t.team_id = ps.team_id WHERE ps.season_id = 22020 AND ps.gp >= 40 GROUP BY t.nickname ORDER BY pts_gap ASC LIMIT 5;",22,comparison,hard
all time games list for bulls franchise sorted by date,"SELECT g.game_id, g.date FROM game g JOIN team t ON g.team_id_home_id = t.team_id WHERE t.nickname = 'Bulls' ORDER BY g.date;",10,comparison,medium
earliest game in the database,"SELECT g.game_id, g.date, t.city, t.nickname FROM game g JOIN team t ON g.team_id_home_id = t.team_id ORDER BY g.date ASC LIMIT 1;",5,other,easy
most recent game in the database,"SELECT g.game_id, g.date, t.city, t.nickname FROM game g JOIN team t ON g.team_id_home_id = t.team_id ORDER BY g.date DESC LIMIT 1;",6,other,easy
how many seasons are in the database,SELECT COUNT(DISTINCT season_id) AS total_seasons FROM game;,7,count,easy
games played by the celtics in november 2023,"SELECT g.game_id, g.date FROM game g JOIN team t ON g.team_id_home_id = t.team_id WHERE t.nickname = 'Celtics' AND g.date BETWEEN '2023-11-01' AND '2023-11-30' ORDER BY g.date;",8,other,medium
how many games were played in december 2019,SELECT COUNT(*) AS games FROM game WHERE date BETWEEN '2019-12-01' AND '2019-12-31';,8,count,medium
lakers home schedule in march 2020,"SELECT g.game_id, g.date FROM game g JOIN team t ON g.team_id_home_id = t.team_id WHERE t.nickname = 'Lakers' AND g.date BETWEEN '2020-03-01' AND '2020-03-31' ORDER BY g.date;",6,other,medium
how many games did the warriors play at home in 2019,SELECT COUNT(*) AS home_games FROM game g JOIN team t ON g.team_id_home_id = t.team_id WHERE t.nickname = 'Warriors' AND g.season_id = 22018;,11,comparison,medium
knicks home games in 2020 season,"SELECT g.game_id, g.date FROM game g JOIN team t ON g.team_id_home_id = t.team_id WHERE t.nickname = 'Knicks' AND g.season_id = 22019 ORDER BY g.date;",6,other,medium
all home games for every team in november 2021,"SELECT g.date, t.city, t.nickname FROM game g JOIN team t ON g.team_id_home_id = t.team_id WHERE g.date BETWEEN '2021-11-01' AND '2021-11-30' ORDER BY g.date, t.city;",9,comparison,medium
which teams played on opening day 2020 season,"SELECT g.date, t.city, t.nickname FROM game g JOIN team t ON g.team_id_home_id = t.team_id WHERE g.date = (SELECT MIN(date) FROM game WHERE season_id = 22019) ORDER BY t.city;",8,lookup,medium
what was the first game of the 2016 season,"SELECT g.game_id, g.date, t.city, t.nickname FROM game g JOIN team t ON g.team_id_home_id = t.team_id WHERE g.season_id = 22015 ORDER BY g.date ASC LIMIT 1;",9,other,medium
last home game of the season for the lakers in 2022,"SELECT g.game_id, g.date FROM game g JOIN team t ON g.team_id_home_id = t.team_id WHERE t.nickname = 'Lakers' AND g.season_id = 22021 ORDER BY g.date DESC LIMIT 1;",11,comparison,hard
how many players averaged over 5 assists per game in 2010 min 50 games,SELECT COUNT(*) AS num_players FROM player_season WHERE season_id = 22009 AND ast >= 5 AND gp >= 50;,14,count,medium
how many players averaged over 10 rebounds per game in 2005 min 50 games,SELECT COUNT(*) AS num_players FROM player_season WHERE season_id = 22004 AND reb >= 10 AND gp >= 50;,14,count,medium
how many players shot over 40 percent from three in 2018 min 100 attempts,SELECT COUNT(*) AS num_players FROM player_general_traditional_total WHERE season_id = 22017 AND fg3_pct > 0.40 AND fg3a >= 100;,14,count,medium
how many players had over 100 blocks in 2019,SELECT COUNT(*) AS num_players FROM player_general_traditional_total WHERE season_id = 22018 AND blk > 100;,9,count,medium
how many players had over 100 steals in 2022,SELECT COUNT(*) AS num_players FROM player_general_traditional_total WHERE season_id = 22021 AND stl > 100;,9,count,medium
how many players scored over 1500 total points in 2020,SELECT COUNT(*) AS num_players FROM player_general_traditional_total WHERE season_id = 22019 AND pts > 1500;,10,comparison,medium
what percent of players averaged over 10 ppg in 2023 min 50 games,SELECT COUNT(CASE WHEN pts >= 10 THEN 1 END) * 100.0 / COUNT(*) AS pct_over_10 FROM player_season WHERE season_id = 22022 AND gp >= 50;,13,other,medium
how many teams had at least one player average 25 ppg in 2022 min 50 games,SELECT COUNT(DISTINCT ps.team_id) AS num_teams FROM player_season ps WHERE ps.season_id = 22021 AND ps.pts >= 25 AND ps.gp >= 50;,16,count,medium
players with positive plus minus and over 20 ppg in 2021 min 50 games,"SELECT p.player_name, ps.pts, pg.plus_minus FROM player p JOIN player_season ps ON p.player_id = ps.player_id JOIN player_general_traditional_total pg ON p.player_id = pg.player_id AND ps.season_id = pg.season_id WHERE ps.season_id = 22020 AND ps.pts >= 20 AND pg.plus_minus > 0 AND ps.gp >= 50 ORDER BY ps.pts DESC;",14,other,hard
players with negative plus minus despite being top 20 scorers in 2019 min 50 games,"SELECT p.player_name, ps.pts, pg.plus_minus FROM player p JOIN player_season ps ON p.player_id = ps.player_id JOIN player_general_traditional_total pg ON p.player_id = pg.player_id AND ps.season_id = pg.season_id WHERE ps.season_id = 22018 AND ps.gp >= 50 AND pg.plus_minus < 0 ORDER BY ps.pts DESC LIMIT 20;",15,comparison,hard
best scoring players who also had a winning record in 2018 min 50 games w pct over 50,"SELECT p.player_name, ps.pts, pg.w_pct FROM player p JOIN player_season ps ON p.player_id = ps.player_id JOIN player_general_traditional_total pg ON p.player_id = pg.player_id AND ps.season_id = pg.season_id WHERE ps.season_id = 22017 AND ps.pts >= 20 AND pg.w_pct >= 0.5 AND ps.gp >= 50 ORDER BY ps.pts DESC;",18,comparison,hard
players with high assists and high net rating in 2020 min 50 games ast over 7 net over 5,"SELECT p.player_name, ps.ast, ps.net_rating FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22019 AND ps.ast >= 7 AND ps.net_rating >= 5 AND ps.gp >= 50 ORDER BY ps.ast DESC;",19,other,medium
all players who had a better net rating than lebron in 2018 min 50 games,"SELECT p.player_name, ps.net_rating FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22017 AND ps.gp >= 50 AND ps.net_rating > (SELECT ps2.net_rating FROM player p2 JOIN player_season ps2 ON p2.player_id = ps2.player_id WHERE p2.player_name = 'LeBron James' AND ps2.season_id = 22017) ORDER BY ps.net_rating DESC;",15,list,hard
players who scored more total points than lebron in 2023,"SELECT p.player_name, pg.pts FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22022 AND pg.pts > (SELECT pg2.pts FROM player p2 JOIN player_general_traditional_total pg2 ON p2.player_id = pg2.player_id WHERE p2.player_name = 'LeBron James' AND pg2.season_id = 22022) ORDER BY pg.pts DESC;",10,comparison,hard
players who had a higher ppg than kobe in his best scoring season min 50 games,"SELECT p.player_name, ps.pts, ps.season_id FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.pts > (SELECT MAX(ps2.pts) FROM player p2 JOIN player_season ps2 ON p2.player_id = ps2.player_id WHERE p2.player_name = 'Kobe Bryant' AND ps2.gp >= 50) AND ps.gp >= 50 ORDER BY ps.pts DESC LIMIT 10;",16,comparison,hard
players drafted after pick 20 who ended up averaging over 20 ppg in a season min 50 games,"SELECT DISTINCT p.player_name, ps.pts, ps.season_id, p.draft_number FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE CAST(p.draft_number AS INTEGER) > 20 AND ps.pts >= 20 AND ps.gp >= 50 ORDER BY ps.pts DESC LIMIT 10;",18,other,hard
biggest draft steals by ppg average min 300 games players drafted after pick 15,"SELECT p.player_name, AVG(ps.pts) AS avg_pts, p.draft_number FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE CAST(p.draft_number AS INTEGER) > 15 AND p.draft_round = '1' GROUP BY p.player_name, p.draft_number HAVING SUM(ps.gp) >= 300 ORDER BY avg_pts DESC LIMIT 10;",14,other,hard
players drafted number 1 overall and their career scoring averages min 200 games,"SELECT p.player_name, p.draft_year, AVG(ps.pts) AS avg_pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.draft_number = '1' AND p.draft_round = '1' GROUP BY p.player_name, p.draft_year HAVING SUM(ps.gp) >= 200 ORDER BY avg_pts DESC;",13,comparison,hard
which number 2 picks had the best careers by scoring average min 200 games,"SELECT p.player_name, p.draft_year, AVG(ps.pts) AS avg_pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.draft_number = '2' AND p.draft_round = '1' GROUP BY p.player_name, p.draft_year HAVING SUM(ps.gp) >= 200 ORDER BY avg_pts DESC LIMIT 5;",14,comparison,hard
how does average career scoring compare between first and second round picks min 200 games,"SELECT p.draft_round, AVG(ps.pts) AS avg_pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.draft_round IN ('1', '2') GROUP BY p.draft_round HAVING SUM(ps.gp) >= 200 ORDER BY avg_pts DESC;",15,comparison,hard
players who were never drafted but played over 500 career games,"SELECT p.player_name, SUM(pg.gp) AS career_gp FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.draft_round = 'Undrafted' GROUP BY p.player_name HAVING SUM(pg.gp) >= 500 ORDER BY career_gp DESC;",11,other,hard
best undrafted players by career scoring average min 300 games,"SELECT p.player_name, AVG(ps.pts) AS avg_pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.draft_round = 'Undrafted' GROUP BY p.player_name HAVING SUM(ps.gp) >= 300 ORDER BY avg_pts DESC LIMIT 10;",10,comparison,hard
which player had the most total points in their final season min 40 games,"SELECT p.player_name, pg.pts, pg.season_id FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = (SELECT MAX(season_id) FROM player_general_traditional_total WHERE player_id = p.player_id) AND pg.gp >= 40 ORDER BY pg.pts DESC LIMIT 10;",14,lookup,hard
players who were drafted in the same year and ended up on the same team in 2020,"SELECT p1.player_name, p2.player_name, p1.draft_year, t.nickname FROM player p1 JOIN player p2 ON p1.draft_year = p2.draft_year AND p1.player_id < p2.player_id JOIN player_general_traditional_total pg1 ON p1.player_id = pg1.player_id AND pg1.season_id = 22019 JOIN player_general_traditional_total pg2 ON p2.player_id = pg2.player_id AND pg2.season_id = 22019 AND pg1.team_id = pg2.team_id JOIN team t ON pg1.team_id = t.team_id ORDER BY p1.draft_year LIMIT 20;",17,other,hard
show me how lebrons scoring has changed from his first season to now,"SELECT ps.season_id, ps.pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.player_name = 'LeBron James' ORDER BY ps.season_id;",13,comparison,hard
show me how dirks scoring changed across his career,"SELECT ps.season_id, ps.pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.player_name = 'Dirk Nowitzki' ORDER BY ps.season_id;",9,comparison,hard
show me every season giannis played and his ppg and rpg,"SELECT ps.season_id, ps.pts, ps.reb FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.player_name = 'Giannis Antetokounmpo' ORDER BY ps.season_id;",11,other,medium
show me jokics assist totals by season,"SELECT pg.season_id, pg.ast FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.player_name = 'Nikola Jokic' ORDER BY pg.season_id;",7,other,easy
currys three point totals by season,"SELECT pg.season_id, pg.fg3m, pg.fg3a FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.player_name = 'Stephen Curry' ORDER BY pg.season_id;",6,other,easy
how have the spurs done every season wins and losses in the database,"SELECT pg.season_id, pg.w, pg.l FROM player_general_traditional_total pg JOIN team t ON pg.team_id = t.team_id WHERE t.nickname = 'Spurs' GROUP BY pg.season_id, pg.w, pg.l ORDER BY pg.season_id;",13,other,medium
warriors wins and losses every season in the database,"SELECT pg.season_id, pg.w, pg.l FROM player_general_traditional_total pg JOIN team t ON pg.team_id = t.team_id WHERE t.nickname = 'Warriors' GROUP BY pg.season_id, pg.w, pg.l ORDER BY pg.season_id;",9,comparison,hard
lakers wins and losses every season in the database,"SELECT pg.season_id, pg.w, pg.l FROM player_general_traditional_total pg JOIN team t ON pg.team_id = t.team_id WHERE t.nickname = 'Lakers' GROUP BY pg.season_id, pg.w, pg.l ORDER BY pg.season_id;",9,other,medium
which team improved the most in wins from their worst to best season in the database,"SELECT t.nickname, MAX(pg.w) - MIN(pg.w) AS win_improvement FROM team t JOIN player_general_traditional_total pg ON t.team_id = pg.team_id GROUP BY t.nickname ORDER BY win_improvement DESC LIMIT 5;",16,comparison,hard
which team has been the most consistent by lowest standard deviation in wins,"SELECT t.nickname, AVG(pg.w) AS avg_wins FROM team t JOIN player_general_traditional_total pg ON t.team_id = pg.team_id GROUP BY t.nickname ORDER BY avg_wins DESC LIMIT 10;",13,lookup,hard
players who scored at least 15 ppg in both 2018 and 2022 min 50 games each,SELECT p.player_name FROM player p JOIN player_season ps18 ON p.player_id = ps18.player_id AND ps18.season_id = 22017 JOIN player_season ps22 ON p.player_id = ps22.player_id AND ps22.season_id = 22021 WHERE ps18.pts >= 15 AND ps22.pts >= 15 AND ps18.gp >= 50 AND ps22.gp >= 50 ORDER BY ps22.pts DESC;,16,comparison,hard
players who averaged over 20 ppg in 2015 and were still active in 2020 min 50 games each,"SELECT p.player_name, ps15.pts AS pts_2015, ps20.pts AS pts_2020 FROM player p JOIN player_season ps15 ON p.player_id = ps15.player_id AND ps15.season_id = 22014 JOIN player_season ps20 ON p.player_id = ps20.player_id AND ps20.season_id = 22019 WHERE ps15.pts >= 20 AND ps15.gp >= 50 AND ps20.gp >= 50 ORDER BY ps15.pts DESC;",18,other,hard
players with the most consistent scoring over their career lowest variance min 5 seasons 30 games each,"SELECT p.player_name, AVG(ps.pts) AS avg_pts, MAX(ps.pts) - MIN(ps.pts) AS pts_range FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.gp >= 30 GROUP BY p.player_name HAVING COUNT(*) >= 5 ORDER BY pts_range ASC LIMIT 10;",17,comparison,hard
teams with the most home games in the database ever,"SELECT t.city, t.nickname, COUNT(*) AS total_home_games FROM game g JOIN team t ON g.team_id_home_id = t.team_id GROUP BY t.city, t.nickname ORDER BY total_home_games DESC LIMIT 5;",10,other,medium
which city has hosted the most nba games as home team,"SELECT t.city, COUNT(*) AS total_games FROM game g JOIN team t ON g.team_id_home_id = t.team_id GROUP BY t.city ORDER BY total_games DESC LIMIT 5;",11,other,medium
how many different players have played for the lakers all time,SELECT COUNT(DISTINCT pg.player_id) AS total_players FROM player_general_traditional_total pg JOIN team t ON pg.team_id = t.team_id WHERE t.nickname = 'Lakers';,11,comparison,medium
how many different players have suited up for the knicks all time,SELECT COUNT(DISTINCT pg.player_id) AS total_players FROM player_general_traditional_total pg JOIN team t ON pg.team_id = t.team_id WHERE t.nickname = 'Knicks';,12,comparison,medium
players who put up monster totals over 2000 pts 600 reb and 400 ast in the same season 2018,"SELECT p.player_name, pg.pts, pg.reb, pg.ast FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22017 AND pg.pts >= 2000 AND pg.reb >= 600 AND pg.ast >= 400 ORDER BY pg.pts DESC;",19,other,medium
players who led their team in all three of points rebounds and assists in 2022 min 40 games,"SELECT p.player_name, ps.pts, ps.reb, ps.ast, t.nickname FROM player p JOIN player_season ps ON p.player_id = ps.player_id JOIN team t ON ps.team_id = t.team_id WHERE ps.season_id = 22021 AND ps.gp >= 40 AND ps.pts = (SELECT MAX(ps2.pts) FROM player_season ps2 WHERE ps2.team_id = ps.team_id AND ps2.season_id = ps.season_id) AND ps.reb = (SELECT MAX(ps3.reb) FROM player_season ps3 WHERE ps3.team_id = ps.team_id AND ps3.season_id = ps.season_id) AND ps.ast = (SELECT MAX(ps4.ast) FROM player_season ps4 WHERE ps4.team_id = ps.team_id AND ps4.season_id = ps.season_id) ORDER BY ps.pts DESC;",18,other,hard
